,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,adj_factor
0,300347.SZ,20200915,100.38,103.45,100.03,102.5,100.65,1.8499999999999943,1.84,32565.95,331607.982,12.414
1,300347.SZ,20200914,101.88,103.2,100.22,100.65,100.2,0.45000000000000284,0.45,51327.85,520017.229,12.414
2,300347.SZ,20200911,99.83,101.14,99.54,100.2,99.83,0.37000000000000455,0.37,53716.27,538234.117,12.414
3,300347.SZ,20200910,101.05,101.93,99.04,99.83,100.01,-0.18000000000000682,-0.18,55623.13,559081.11,12.414
4,300347.SZ,20200909,102.31,105.1,99.98,100.01,104.08,-4.069999999999993,-3.91,77426.86,782506.623,12.414
5,300347.SZ,20200908,106.01,108.6,103.33,104.08,103.98,0.09999999999999432,0.1,60292.4,632116.635,12.414
6,300347.SZ,20200907,108.74,109.29,103.8,103.98,108.78,-4.799999999999997,-4.41,104223.96,1101054.12,12.414
7,300347.SZ,20200904,110.25,111.5,107.02,108.78,113.8,-5.019999999999996,-4.41,66141.49,719272.337,12.414
8,300347.SZ,20200903,113.72,115.0,112.1,113.8,114.3,-0.5,-0.44,48014.17,545399.892,12.414
9,300347.SZ,20200902,111.8,114.58,111.8,114.3,112.4,1.8999999999999915,1.69,62118.56,704289.434,12.414
10,300347.SZ,20200901,112.0,114.0,111.28,112.4,112.0,0.4000000000000057,0.36,68357.28,769416.811,12.414
11,300347.SZ,20200831,116.0,116.0,111.0,112.0,117.4,-5.400000000000006,-4.6,129541.43,1468168.912,12.414
12,300347.SZ,20200828,110.54,117.66,109.63,117.4,110.5,6.900000000000006,6.24,83777.84,956836.831,12.414
13,300347.SZ,20200827,108.0,111.11,107.02,110.5,107.0,3.5,3.27,62022.62,679218.919,12.414
14,300347.SZ,20200826,106.34,110.2,105.6,107.0,105.3,1.7000000000000028,1.61,82687.97,891262.4,12.414
15,300347.SZ,20200825,103.66,106.68,103.61,105.3,103.55,1.75,1.69,65828.36,693567.399,12.414
16,300347.SZ,20200824,103.18,103.79,100.0,103.55,103.18,0.36999999999999034,0.36,57310.64,585865.639,12.414
17,300347.SZ,20200821,101.04,103.26,101.04,103.18,101.0,2.180000000000007,2.16,60010.23,615711.909,12.414
18,300347.SZ,20200820,99.31,101.29,98.19,101.0,99.31,1.6899999999999977,1.7,56149.69,564474.765,12.414
19,300347.SZ,20200819,102.64,102.64,99.31,99.31,102.58,-3.269999999999996,-3.19,47133.18,472772.922,12.414
20,300347.SZ,20200818,100.51,103.29,100.31,102.58,100.78,1.7999999999999972,1.79,70223.65,718061.869,12.414
21,300347.SZ,20200817,100.48,101.33,99.53,100.78,100.48,0.29999999999999716,0.3,52452.58,527117.752,12.414
