date,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,adj_factor,ema5,ema10,ema13,ema21,ema45,ema60,ema65,ema100,ema200,trending,privious_close_min>ema5,ema_low<=ma5,ema_close>=ma5,ema_score_ma5,privious_close_min>ema10,ema_low<=ma10,ema_close>=ma10,ema_score_ma10,privious_close_min>ema13,ema_low<=ma13,ema_close>=ma13,ema_score_ma13,privious_close_min>ema21,ema_low<=ma21,ema_close>=ma21,ema_score_ma21,privious_close_min>ema45,ema_low<=ma45,ema_close>=ma45,ema_score_ma45,privious_close_min>ema60,ema_low<=ma60,ema_close>=ma60,ema_score_ma60,privious_close_min>ema65,ema_low<=ma65,ema_close>=ma65,ema_score_ma65,privious_close_min>ema100,ema_low<=ma100,ema_close>=ma100,ema_score_ma100,privious_close_min>ema200,ema_low<=ma200,ema_close>=ma200,ema_score_ma200
2/23/2005,000002.SZ,20050223,1.13,1.14,1.11,1.12,1.13,-0.01,-0.88,151508.01,91619.8242,28.625,1.120334823,1.109952135,1.102770443,1.083367876,,,,,,FALSE,FALSE,TRUE,FALSE,0,FALSE,TRUE,TRUE,0,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0
2/24/2005,000002.SZ,20050224,1.12,1.12,1.08,1.1,1.12,-0.02,-1.79,201786.43,118716.0709,28.625,1.113556548,1.108142656,1.102374666,1.084879888,,,,,,FALSE,FALSE,TRUE,FALSE,0,FALSE,TRUE,FALSE,0,FALSE,TRUE,FALSE,0,FALSE,TRUE,TRUE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0
2/25/2005,000002.SZ,20050225,1.1,1.13,1.1,1.1,1.1,0,0,187132.54,111650.5283,28.625,1.109037699,1.106662173,1.102035428,1.086254443,,,,,,FALSE,FALSE,TRUE,FALSE,0,FALSE,TRUE,FALSE,0,FALSE,TRUE,FALSE,0,TRUE,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0
2/28/2005,000002.SZ,20050228,1.1,1.11,1.06,1.06,1.1,-0.04,-3.64,305820.19,176328.6889,28.625,1.092691799,1.098178141,1.096030367,1.083867676,,,,,,FALSE,TRUE,TRUE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,TRUE,FALSE,0,TRUE,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0
3/1/2005,000002.SZ,20050301,1.06,1.08,1.06,1.07,1.06,0.01,0.94,135584.46,77794.6337,28.625,1.085127866,1.093054843,1.092311743,1.082606978,,,,,,FALSE,FALSE,TRUE,FALSE,0,FALSE,TRUE,FALSE,0,FALSE,TRUE,FALSE,0,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0
3/2/2005,000002.SZ,20050302,1.07,1.07,1.03,1.05,1.07,-0.02,-1.87,145841.32,82459.3232,28.625,1.073418577,1.08522669,1.086267208,1.079642707,,,,,,FALSE,FALSE,TRUE,FALSE,0,FALSE,TRUE,FALSE,0,FALSE,TRUE,FALSE,0,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0
3/7/2005,000002.SZ,20050307,1.06,1.09,1.06,1.08,1.05,0.03,2.86,156728.77,91015.0499,28.625,1.075612385,1.084276383,1.085371893,1.079675188,,,,,,FALSE,FALSE,TRUE,TRUE,0,FALSE,TRUE,FALSE,0,FALSE,TRUE,FALSE,0,FALSE,TRUE,TRUE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0
3/8/2005,000002.SZ,20050308,1.1,1.1,1.06,1.08,1.08,0,0,222300.34,128387.9884,28.625,1.077074923,1.083498858,1.08460448,1.079704717,,,,,,FALSE,FALSE,TRUE,TRUE,0,FALSE,TRUE,FALSE,0,FALSE,TRUE,FALSE,0,FALSE,TRUE,TRUE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0
3/9/2005,000002.SZ,20050309,1.08,1.1,1.08,1.09,1.08,0.01,0.93,254950.44,149877.0762,28.625,1.081383282,1.084680884,1.085375268,1.080640652,,,,,,FALSE,FALSE,TRUE,TRUE,0,FALSE,TRUE,TRUE,0,FALSE,TRUE,TRUE,0,FALSE,TRUE,TRUE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0
3/10/2005,000002.SZ,20050310,1.09,1.11,1.07,1.08,1.09,-0.01,-0.92,150598.2,88351.8525,28.625,1.080922188,1.083829814,1.084607373,1.08058241,,,,,,FALSE,FALSE,TRUE,FALSE,0,FALSE,TRUE,FALSE,0,FALSE,TRUE,FALSE,0,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0
3/11/2005,000002.SZ,20050311,1.08,1.08,1.06,1.07,1.08,-0.01,-0.93,104058.99,59913.0275,28.625,1.077281459,1.081315303,1.082520605,1.079620373,,,,,,FALSE,FALSE,TRUE,FALSE,0,FALSE,TRUE,FALSE,0,FALSE,TRUE,FALSE,0,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0
3/14/2005,000002.SZ,20050314,1.07,1.08,1.04,1.06,1.07,-0.01,-0.93,174186.62,98448.4309,28.625,1.071520973,1.077439793,1.079303376,1.077836703,,,,,,FALSE,FALSE,TRUE,FALSE,0,FALSE,TRUE,FALSE,0,FALSE,TRUE,FALSE,0,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0
3/15/2005,000002.SZ,20050315,1.06,1.06,1.04,1.04,1.06,-0.02,-1.89,112721.14,63358.9825,28.625,1.061013982,1.070632558,1.073688608,1.074397003,,,,,,FALSE,FALSE,TRUE,FALSE,0,FALSE,TRUE,FALSE,0,FALSE,TRUE,FALSE,0,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0
3/16/2005,000002.SZ,20050316,1.04,1.05,1.01,1.02,1.04,-0.02,-1.92,144803.05,79986.071,28.625,1.047342654,1.061426638,1.066018807,1.069451821,,,,,,FALSE,FALSE,TRUE,FALSE,0,FALSE,TRUE,FALSE,0,FALSE,TRUE,FALSE,0,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0
3/17/2005,000002.SZ,20050317,0.99,1,0.97,0.98,1.02,-0.04,-3.92,450216.47,238825.8156,28.625,1.024895103,1.046621795,1.053730406,1.061319837,,,,,,FALSE,FALSE,TRUE,FALSE,0,FALSE,TRUE,FALSE,0,FALSE,TRUE,FALSE,0,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0
3/18/2005,000002.SZ,20050318,0.97,1.02,0.97,1.01,0.98,0.03,3.06,138549.95,74290.9875,28.625,1.019930069,1.039963287,1.047483205,1.056654397,1.058666667,,,,,FALSE,FALSE,TRUE,FALSE,0,FALSE,TRUE,FALSE,0,FALSE,TRUE,FALSE,0,FALSE,TRUE,FALSE,0,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0
3/21/2005,000002.SZ,20050321,1.01,1.02,1,1.02,1.01,0.01,0.99,119359.82,64941.7386,28.625,1.019953379,1.036333598,1.043557033,1.053322179,1.056985507,,,,,FALSE,FALSE,TRUE,TRUE,0,FALSE,TRUE,FALSE,0,FALSE,TRUE,FALSE,0,FALSE,TRUE,FALSE,0,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0
3/22/2005,000002.SZ,20050322,1.02,1.05,1.01,1.03,1.02,0.01,0.98,212958.9,118411.0816,28.625,1.023302253,1.035182035,1.041620314,1.051201981,1.055812224,,,,,FALSE,FALSE,TRUE,TRUE,0,FALSE,TRUE,FALSE,0,FALSE,TRUE,FALSE,0,FALSE,TRUE,FALSE,0,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0
3/23/2005,000002.SZ,20050323,1.03,1.08,1.03,1.05,1.03,0.02,1.94,208390.16,118280.6054,28.625,1.032201502,1.03787621,1.042817412,1.05109271,1.055559519,,,,,FALSE,FALSE,TRUE,TRUE,0,FALSE,TRUE,TRUE,0,FALSE,TRUE,TRUE,0,FALSE,TRUE,FALSE,0,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0
3/24/2005,000002.SZ,20050324,1.05,1.06,1.03,1.05,1.05,0,0,82512.8,46292.2385,28.625,1.038134335,1.040080536,1.043843496,1.050993373,1.055317801,,,,,FALSE,FALSE,TRUE,TRUE,0,FALSE,TRUE,TRUE,0,FALSE,TRUE,TRUE,0,FALSE,TRUE,FALSE,0,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0
3/25/2005,000002.SZ,20050325,1.05,1.06,1.04,1.05,1.05,0,0,81748.55,46244.8467,28.625,1.042089556,1.041884075,1.044722996,1.050903066,1.055086592,,,,,FALSE,FALSE,TRUE,TRUE,0,FALSE,TRUE,TRUE,0,FALSE,TRUE,TRUE,0,FALSE,TRUE,FALSE,0,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0
3/28/2005,000002.SZ,20050328,1.05,1.05,1.03,1.04,1.05,-0.01,-0.95,78867.5,44058.2094,28.625,1.041393038,1.041541516,1.044048283,1.049911878,1.054430653,,,,,FALSE,FALSE,TRUE,FALSE,0,FALSE,TRUE,FALSE,0,FALSE,TRUE,FALSE,0,FALSE,TRUE,FALSE,0,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0
3/29/2005,000002.SZ,20050329,1.04,1.05,1.02,1.03,1.04,-0.01,-0.96,70127.32,38995.2929,28.625,1.037595358,1.039443058,1.042041385,1.048101708,1.053368451,,,,,FALSE,FALSE,TRUE,FALSE,0,FALSE,TRUE,FALSE,0,FALSE,TRUE,FALSE,0,FALSE,TRUE,FALSE,0,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0
3/30/2005,000002.SZ,20050330,1.02,1.04,1.02,1.03,1.03,0,0,94646.03,52291.4084,28.625,1.035063572,1.037726139,1.040321187,1.046456098,1.052352431,,,,,FALSE,FALSE,TRUE,FALSE,0,FALSE,TRUE,FALSE,0,FALSE,TRUE,FALSE,0,FALSE,TRUE,FALSE,0,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0
