date,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,adj_factor,ema5,ema10,ema13,ema21,ema45,ema60,ema65,ema100,ema200,trending,privious_close_min>ema5,ema_low<=ma5,ema_close>=ma5,ema_score_ma5,privious_close_min>ema10,ema_low<=ma10,ema_close>=ma10,ema_score_ma10,privious_close_min>ema13,ema_low<=ma13,ema_close>=ma13,ema_score_ma13,privious_close_min>ema21,ema_low<=ma21,ema_close>=ma21,ema_score_ma21,privious_close_min>ema45,ema_low<=ma45,ema_close>=ma45,ema_score_ma45,privious_close_min>ema60,ema_low<=ma60,ema_close>=ma60,ema_score_ma60,privious_close_min>ema65,ema_low<=ma65,ema_close>=ma65,ema_score_ma65,privious_close_min>ema100,ema_low<=ma100,ema_close>=ma100,ema_score_ma100,privious_close_min>ema200,ema_low<=ma200,ema_close>=ma200,ema_score_ma200
1/4/2005,000002.SZ,20050104,0.97,0.99,0.96,0.98,0.98,0,0,103538.11,54514.2254,28.625,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0
1/5/2005,000002.SZ,20050105,0.98,1.02,0.97,1.02,0.98,0.04,4.08,175898.54,94781.8987,28.625,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0
1/6/2005,000002.SZ,20050106,1.02,1.02,0.99,1.01,1.02,-0.01,-0.98,184215.79,99253.3953,28.625,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0
1/7/2005,000002.SZ,20050107,1.01,1.04,1,1.02,1.01,0.01,0.99,177222.58,97564.0356,28.625,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0
1/10/2005,000002.SZ,20050110,1.02,1.03,1.01,1.01,1.02,-0.01,-0.98,70901.93,38839.9823,28.625,1.008,,,,,,,,,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0
1/11/2005,000002.SZ,20050111,1.02,1.03,1.01,1.02,1.01,0.01,0.99,59397.77,32581.355,28.625,1.012,,,,,,,,,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0
1/12/2005,000002.SZ,20050112,1.03,1.03,1.01,1.03,1.02,0.01,0.98,75155.55,41383.1074,28.625,1.018,,,,,,,,,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0
1/13/2005,000002.SZ,20050113,1.02,1.04,1.02,1.04,1.03,0.01,0.97,91596.2,50694.3496,28.625,1.025333333,,,,,,,,,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0
1/14/2005,000002.SZ,20050114,1.04,1.04,1.01,1.02,1.04,-0.02,-1.92,83842.56,46323.1601,28.625,1.023555556,,,,,,,,,FALSE,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0
1/17/2005,000002.SZ,20050117,1.01,1.02,1,1.01,1.02,-0.01,-0.98,99478.85,54082.1672,28.625,1.019037037,1.016,,,,,,,,FALSE,FALSE,TRUE,FALSE,0,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0
1/18/2005,000002.SZ,20050118,1.01,1.02,1,1.02,1.01,0.01,0.99,56278.55,30599.267,28.625,1.019358025,1.016727273,,,,,,,,FALSE,FALSE,TRUE,TRUE,0,FALSE,TRUE,TRUE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0
1/19/2005,000002.SZ,20050119,1.01,1.02,1,1,1.02,-0.02,-1.96,44977.17,24547.5675,28.625,1.01290535,1.01368595,,,,,,,,FALSE,FALSE,TRUE,FALSE,0,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0
1/20/2005,000002.SZ,20050120,1,1.02,0.99,1.01,1,0.01,1,56536.45,30611.3777,28.625,1.0119369,1.013015778,1.014615385,,,,,,,FALSE,FALSE,TRUE,FALSE,0,FALSE,TRUE,FALSE,0,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0
1/21/2005,000002.SZ,20050121,1.01,1.06,1.01,1.05,1.01,0.04,3.96,180824.49,100951.098,28.625,1.0246246,1.019740182,1.01967033,,,,,,,FALSE,FALSE,TRUE,TRUE,0,FALSE,TRUE,TRUE,0,FALSE,TRUE,TRUE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0
1/24/2005,000002.SZ,20050124,1.06,1.08,1.05,1.07,1.05,0.02,1.9,190921.17,109562.0771,28.625,1.039749733,1.02887833,1.026860283,,,,,,,FALSE,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0
1/25/2005,000002.SZ,20050125,1.07,1.08,1.05,1.07,1.07,0,0,120132.78,68954.4966,28.625,1.049833156,1.036354998,1.033023099,,,,,,,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0
1/26/2005,000002.SZ,20050126,1.07,1.07,1.04,1.06,1.07,-0.01,-0.93,123628.93,70488.793,28.625,1.053222104,1.040654089,1.036876942,,,,,,,FALSE,FALSE,TRUE,TRUE,0,FALSE,TRUE,TRUE,0,FALSE,TRUE,TRUE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0
1/27/2005,000002.SZ,20050127,1.04,1.07,1.04,1.05,1.06,-0.01,-0.94,79820.15,45387.5444,28.625,1.052148069,1.042353346,1.038751665,,,,,,,FALSE,FALSE,TRUE,FALSE,0,FALSE,TRUE,TRUE,0,FALSE,TRUE,TRUE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0
1/28/2005,000002.SZ,20050128,1.05,1.06,1.05,1.05,1.05,0,0,59157.3,33522.7981,28.625,1.051432046,1.043743646,1.04035857,,,,,,,FALSE,FALSE,TRUE,FALSE,0,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0
1/31/2005,000002.SZ,20050131,1.05,1.06,1.04,1.06,1.05,0.01,0.95,53244.13,30211.8904,28.625,1.054288031,1.046699347,1.043164488,,,,,,,FALSE,FALSE,TRUE,TRUE,0,FALSE,TRUE,TRUE,0,FALSE,TRUE,TRUE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0
2/1/2005,000002.SZ,20050201,1.06,1.07,1.05,1.06,1.06,0,0,61144.86,34966.8066,28.625,1.05619202,1.049117648,1.045569562,1.031428571,,,,,,FALSE,FALSE,TRUE,TRUE,0,FALSE,TRUE,TRUE,0,FALSE,TRUE,TRUE,0,FALSE,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0
2/2/2005,000002.SZ,20050202,1.07,1.11,1.06,1.11,1.06,0.05,4.72,203084.45,119509.47,28.625,1.074128014,1.060187166,1.05477391,1.038571429,,,,,,FALSE,FALSE,TRUE,TRUE,0,FALSE,TRUE,TRUE,0,FALSE,TRUE,TRUE,0,FALSE,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0
2/3/2005,000002.SZ,20050203,1.11,1.14,1.09,1.1,1.11,-0.01,-0.9,240373.21,144726.4441,28.625,1.082752009,1.067425863,1.06123478,1.044155844,,,,,,FALSE,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0
2/4/2005,000002.SZ,20050204,1.09,1.14,1.09,1.13,1.1,0.03,2.73,198652.17,120357.2797,28.625,1.098501339,1.078802979,1.071058383,1.051959858,,,,,,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0
2/16/2005,000002.SZ,20050216,1.14,1.17,1.14,1.15,1.13,0.02,1.77,189805.99,117548.5113,28.625,1.11566756,1.091747892,1.082335757,1.060872598,,,,,,FALSE,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0
2/17/2005,000002.SZ,20050217,1.15,1.15,1.11,1.13,1.15,-0.02,-1.74,135063.79,81718.7053,28.625,1.12044504,1.098702821,1.089144934,1.067156908,,,,,,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0
2/18/2005,000002.SZ,20050218,1.12,1.14,1.09,1.1,1.13,-0.03,-2.65,164411.05,97736.5813,28.625,1.113630026,1.098938671,1.090695658,1.070142643,,,,,,FALSE,FALSE,TRUE,FALSE,0,FALSE,TRUE,TRUE,0,FALSE,TRUE,TRUE,0,FALSE,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0
2/21/2005,000002.SZ,20050221,1.1,1.13,1.1,1.12,1.1,0.02,1.82,122814.88,73597.8208,28.625,1.115753351,1.102768004,1.094881993,1.07467513,,,,,,FALSE,FALSE,TRUE,TRUE,0,FALSE,TRUE,TRUE,0,FALSE,TRUE,TRUE,0,FALSE,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0
2/22/2005,000002.SZ,20050222,1.12,1.14,1.12,1.13,1.12,0.01,0.89,147143.47,89484.6575,28.625,1.120502234,1.107719276,1.099898851,1.079704664,,,,,,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE,0,FALSE,FALSE,TRUE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0
