date,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,adj_factor,t1open,t1_ret_on_t1open,t2_ret_on_t1open,t3_ret_on_t1open,t4_ret_on_t1open,t5_ret_on_t1open,t6_ret_on_t1open,t7_ret_on_t1open,t8_ret_on_t1open,t9_ret_on_t1open,t10_ret_on_t1open,t11_ret_on_t1open,t12_ret_on_t1open,t13_ret_on_t1open,t14_ret_on_t1open,t15_ret_on_t1open,t16_ret_on_t1open,t17_ret_on_t1open,t18_ret_on_t1open,t19_ret_on_t1open,t20_ret_on_t1open,t21_ret_on_t1open,t22_ret_on_t1open,t23_ret_on_t1open,t24_ret_on_t1open,t25_ret_on_t1open,t26_ret_on_t1open,t27_ret_on_t1open,t28_ret_on_t1open,t29_ret_on_t1open,t30_ret_on_t1open,t31_ret_on_t1open,t32_ret_on_t1open,t33_ret_on_t1open,t34_ret_on_t1open,t35_ret_on_t1open,t36_ret_on_t1open,t37_ret_on_t1open,t38_ret_on_t1open,t39_ret_on_t1open,t40_ret_on_t1open
2005-01-04,000002.SZ,20050104,0.97,0.99,0.96,0.98,0.98,0.0,0.0,103538.11,54514.2254,28.625,0.98,4.081632653061229,3.0612244897959107,4.081632653061229,3.0612244897959107,4.081632653061229,5.102040816326525,6.1224489795918435,4.081632653061229,3.0612244897959107,4.081632653061229,2.0408163265306145,3.0612244897959107,7.14285714285714,9.183673469387754,9.183673469387754,8.163265306122458,7.14285714285714,7.14285714285714,8.163265306122458,8.163265306122458,13.265306122448983,12.244897959183687,15.306122448979576,17.34693877551019,15.306122448979576,12.244897959183687,14.285714285714302,15.306122448979576,14.285714285714302,12.244897959183687,12.244897959183687,8.163265306122458,9.183673469387754,7.14285714285714,10.204081632653072,10.204081632653072,11.22448979591837,10.204081632653072,9.183673469387754,8.163265306122458
2005-01-05,000002.SZ,20050105,0.98,1.02,0.97,1.02,0.98,0.040000000000000036,4.08,175898.54,94781.8987,28.625,1.02,-0.9803921568627416,0.0,-0.9803921568627416,0.0,0.9803921568627416,1.9607843137254832,0.0,-0.9803921568627416,0.0,-1.9607843137254943,-0.9803921568627416,2.941176470588247,4.90196078431373,4.90196078431373,3.9215686274509887,2.941176470588247,2.941176470588247,3.9215686274509887,3.9215686274509887,8.823529411764719,7.843137254901977,10.784313725490179,12.745098039215685,10.784313725490179,7.843137254901977,9.80392156862746,10.784313725490179,9.80392156862746,7.843137254901977,7.843137254901977,3.9215686274509887,4.90196078431373,2.941176470588247,5.882352941176472,5.882352941176472,6.8627450980392135,5.882352941176472,4.90196078431373,3.9215686274509887,1.9607843137254832
2005-01-06,000002.SZ,20050106,1.02,1.02,0.99,1.01,1.02,-0.010000000000000007,-0.98,184215.79,99253.3953,28.625,1.01,0.990099009900991,0.0,0.990099009900991,1.980198019801982,2.970297029702973,0.990099009900991,0.0,0.990099009900991,-0.990099009900991,0.0,3.960396039603964,5.940594059405946,5.940594059405946,4.950495049504955,3.960396039603964,3.960396039603964,4.950495049504955,4.950495049504955,9.90099009900991,8.910891089108919,11.88118811881187,13.861386138613852,11.88118811881187,8.910891089108919,10.8910891089109,11.88118811881187,10.8910891089109,8.910891089108919,8.910891089108919,4.950495049504955,5.940594059405946,3.960396039603964,6.930693069306937,6.930693069306937,7.920792079207928,6.930693069306937,5.940594059405946,4.950495049504955,2.970297029702973,0.990099009900991
2005-01-07,000002.SZ,20050107,1.01,1.04,1.0,1.02,1.01,0.010000000000000007,0.99,177222.58,97564.0356,28.625,1.02,-0.9803921568627416,0.0,0.9803921568627416,1.9607843137254832,0.0,-0.9803921568627416,0.0,-1.9607843137254943,-0.9803921568627416,2.941176470588247,4.90196078431373,4.90196078431373,3.9215686274509887,2.941176470588247,2.941176470588247,3.9215686274509887,3.9215686274509887,8.823529411764719,7.843137254901977,10.784313725490179,12.745098039215685,10.784313725490179,7.843137254901977,9.80392156862746,10.784313725490179,9.80392156862746,7.843137254901977,7.843137254901977,3.9215686274509887,4.90196078431373,2.941176470588247,5.882352941176472,5.882352941176472,6.8627450980392135,5.882352941176472,4.90196078431373,3.9215686274509887,1.9607843137254832,0.0,-3.9215686274509887
2005-01-10,000002.SZ,20050110,1.02,1.03,1.01,1.01,1.02,-0.010000000000000007,-0.98,70901.93,38839.9823,28.625,1.02,0.0,0.9803921568627416,1.9607843137254832,0.0,-0.9803921568627416,0.0,-1.9607843137254943,-0.9803921568627416,2.941176470588247,4.90196078431373,4.90196078431373,3.9215686274509887,2.941176470588247,2.941176470588247,3.9215686274509887,3.9215686274509887,8.823529411764719,7.843137254901977,10.784313725490179,12.745098039215685,10.784313725490179,7.843137254901977,9.80392156862746,10.784313725490179,9.80392156862746,7.843137254901977,7.843137254901977,3.9215686274509887,4.90196078431373,2.941176470588247,5.882352941176472,5.882352941176472,6.8627450980392135,5.882352941176472,4.90196078431373,3.9215686274509887,1.9607843137254832,0.0,-3.9215686274509887,-0.9803921568627416
2005-01-11,000002.SZ,20050111,1.02,1.03,1.01,1.02,1.01,0.010000000000000007,0.99,59397.77,32581.355,28.625,1.03,0.0,0.9708737864077666,-0.9708737864077666,-1.9417475728155331,-0.9708737864077666,-2.9126213592232997,-1.9417475728155331,1.9417475728155331,3.8834951456310662,3.8834951456310662,2.9126213592232997,1.9417475728155331,1.9417475728155331,2.9126213592232997,2.9126213592232997,7.7669902912621325,6.796116504854366,9.708737864077666,11.650485436893199,9.708737864077666,6.796116504854366,8.737864077669922,9.708737864077666,8.737864077669922,6.796116504854366,6.796116504854366,2.9126213592232997,3.8834951456310662,1.9417475728155331,4.854368932038833,4.854368932038833,5.825242718446599,4.854368932038833,3.8834951456310662,2.9126213592232997,0.9708737864077666,-0.9708737864077666,-4.8543689320388435,-1.9417475728155331,-0.9708737864077666
2005-01-12,000002.SZ,20050112,1.03,1.03,1.01,1.03,1.02,0.010000000000000007,0.98,75155.55,41383.1074,28.625,1.02,1.9607843137254832,0.0,-0.9803921568627416,0.0,-1.9607843137254943,-0.9803921568627416,2.941176470588247,4.90196078431373,4.90196078431373,3.9215686274509887,2.941176470588247,2.941176470588247,3.9215686274509887,3.9215686274509887,8.823529411764719,7.843137254901977,10.784313725490179,12.745098039215685,10.784313725490179,7.843137254901977,9.80392156862746,10.784313725490179,9.80392156862746,7.843137254901977,7.843137254901977,3.9215686274509887,4.90196078431373,2.941176470588247,5.882352941176472,5.882352941176472,6.8627450980392135,5.882352941176472,4.90196078431373,3.9215686274509887,1.9607843137254832,0.0,-3.9215686274509887,-0.9803921568627416,0.0,0.9803921568627416
2005-01-13,000002.SZ,20050113,1.02,1.04,1.02,1.04,1.03,0.010000000000000007,0.97,91596.2,50694.3496,28.625,1.04,-1.9230769230769273,-2.8846153846153855,-1.9230769230769273,-3.8461538461538547,-2.8846153846153855,0.9615384615384581,2.8846153846153966,2.8846153846153966,1.9230769230769162,0.9615384615384581,0.9615384615384581,1.9230769230769162,1.9230769230769162,6.730769230769229,5.769230769230771,8.653846153846146,10.576923076923062,8.653846153846146,5.769230769230771,7.692307692307709,8.653846153846146,7.692307692307709,5.769230769230771,5.769230769230771,1.9230769230769162,2.8846153846153966,0.9615384615384581,3.8461538461538547,3.8461538461538547,4.807692307692313,3.8461538461538547,2.8846153846153966,1.9230769230769162,0.0,-1.9230769230769273,-5.769230769230771,-2.8846153846153855,-1.9230769230769273,-0.9615384615384581,0.9615384615384581
2005-01-14,000002.SZ,20050114,1.04,1.04,1.01,1.02,1.04,-0.02000000000000001,-1.92,83842.56,46323.1601,28.625,1.01,0.0,0.990099009900991,-0.990099009900991,0.0,3.960396039603964,5.940594059405946,5.940594059405946,4.950495049504955,3.960396039603964,3.960396039603964,4.950495049504955,4.950495049504955,9.90099009900991,8.910891089108919,11.88118811881187,13.861386138613852,11.88118811881187,8.910891089108919,10.8910891089109,11.88118811881187,10.8910891089109,8.910891089108919,8.910891089108919,4.950495049504955,5.940594059405946,3.960396039603964,6.930693069306937,6.930693069306937,7.920792079207928,6.930693069306937,5.940594059405946,4.950495049504955,2.970297029702973,0.990099009900991,-2.970297029702973,0.0,0.990099009900991,1.980198019801982,3.960396039603964,3.960396039603964
2005-01-17,000002.SZ,20050117,1.01,1.02,1.0,1.01,1.02,-0.010000000000000007,-0.98,99478.85,54082.1672,28.625,1.01,0.990099009900991,-0.990099009900991,0.0,3.960396039603964,5.940594059405946,5.940594059405946,4.950495049504955,3.960396039603964,3.960396039603964,4.950495049504955,4.950495049504955,9.90099009900991,8.910891089108919,11.88118811881187,13.861386138613852,11.88118811881187,8.910891089108919,10.8910891089109,11.88118811881187,10.8910891089109,8.910891089108919,8.910891089108919,4.950495049504955,5.940594059405946,3.960396039603964,6.930693069306937,6.930693069306937,7.920792079207928,6.930693069306937,5.940594059405946,4.950495049504955,2.970297029702973,0.990099009900991,-2.970297029702973,0.0,0.990099009900991,1.980198019801982,3.960396039603964,3.960396039603964,3.960396039603964
